DIRETOR,ANO_MAIS_RECENTE,N_FILMES,PRESTIGIO_FESTIV,CITA_N_PAPERS,CITA_SOMA_CIT,CITA_MAX_CIT,CITA_VENUES
BETSE PALMEIRA DE PAULA,2023,21,,1.0,0.0,0.0,AVANCA | CINEMA
BERTRAND DE SOUZA LIRA,2019,5,,5.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Dialnet (Universidad de la Rioja)
BENJAMIN NAISHTAT,2023,2,,1.0,0.0,0.0,Latinskaia Amerika
BENEDITO FERREIRA DOS SANTOS NETO,2020,3,,3.0,0.0,0.0,Revista Memória em Rede
BEATRIZ MORGANA VIANNA,2022,1,,2.0,0.0,0.0,"Múltiplos Olhares em Ciência da Informação | Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)"
AUGUSTO CESAR CORREA SEVA,2018,5,,1.0,0.0,0.0,Muiraquitã - Revista de Letras e Humanidades
ARTUR HENRIQUE DA COSTA PINTO,2022,2,,4.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Imprensa da Universidade de Coimbra eBooks | Lume (Universidade Federal do Rio Grande do Sul)
ANTONIO VENTURI NETO,2025,27,,1.0,0.0,0.0,
ARTHUR MEDEIROS NUNES,2013,1,,2.0,0.0,0.0,Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual | Lume (Universidade Federal do Rio Grande do Sul)
ARTHUR FERNANDES ANDRADE LINS,2025,5,,1.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
ARTHUR COUCE NUNES,2023,1,,2.0,0.0,0.0,Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual | Lume (Universidade Federal do Rio Grande do Sul)
ARMANDO BARROSO MENDES FILHO,2022,11,,1.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
ARIANE DOS SANTOS PEREIRA,2021,2,,2.0,0.0,0.0,Comunicação & Inovação
ANTONIO VICENTINI DA CUNHA,2016,2,,1.0,0.0,0.0,
ANDERSON LUIZ SILVA DO NASCIMENTO,2017,2,,3.0,0.0,0.0,UNESP Institutional Repository (São Paulo State University) | PUCRS Repository (Pontifical Catholic University of Rio Grande do Sul)
ANDERSON FILIPE DA SILVA OLIVEIRA,2025,1,,3.0,0.0,0.0,UNESP Institutional Repository (São Paulo State University) | PUCRS Repository (Pontifical Catholic University of Rio Grande do Sul)
DANDARA DA COSTA FERREIRA,2023,2,,1.0,0.0,0.0,Brasiliana- Journal for Brazilian Studies
ALESSANDRO CARVALHO SILVA,2013,1,,1.0,0.0,0.0,Anais Congresso Brasileiro de Energia Solar
ALEXANDRE PINTO CARVALHO BRAGA,2018,7,,3.0,0.0,0.0,Paralelo 31 | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Latitude
ALEXANDRE OLIVEIRA DE CARVALHO,2023,1,,3.0,0.0,0.0,Paralelo 31 | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Latitude
ALEXANDRE FELIX DE CARVALHO,2016,3,,3.0,0.0,0.0,Paralelo 31 | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Latitude
ALEXANDRE DA SILVA CARVALHO,2025,8,,3.0,0.0,0.0,Paralelo 31 | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Latitude
ALEXANDRE BOECHAT,2018,3,,1.0,0.0,0.0,
ALEX PIPERNO,2020,1,,1.0,0.0,0.0,Dixit
ALESSANDRO BARROS DA SILVA,2019,2,,1.0,0.0,0.0,Anais Congresso Brasileiro de Energia Solar
ALEXANDRE WAHRHAFTIG,2022,5,,2.0,0.0,0.0,ARS (São Paulo) | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
ALESSANDRA DORGAN,2024,6,,1.0,0.0,0.0,Repositori Obert de Coneixement de lAjuntament de Barcelona
ALBERTO RONDALLI,2017,2,,1.0,0.0,0.0,SHILAP Revista de lepidopterología
AIRTON CORREA SOARES JUNIOR,2019,5,,1.0,0.0,0.0,
AFONSO JOSE DA SILVA POYART,2021,14,,2.0,0.0,0.0,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT) | Faces de Clio"
ADRIANA CECHETTI PINTO,2016,4,,1.0,0.0,0.0,Logos
ADRIANA ARAUJO BORGES,2018,14,,2.0,0.0,0.0,Zenodo (CERN European Organization for Nuclear Research)
ALEXANDRE PIRES CAVALCANTI,2024,4,,1.0,0.0,0.0,
ALICE DE ANDRADE,2020,5,,4.0,0.0,0.0,Profanações | Significação Revista de Cultura Audiovisual
ANDERSON FERREIRA DA SILVA,2020,4,,3.0,0.0,0.0,UNESP Institutional Repository (São Paulo State University) | PUCRS Repository (Pontifical Catholic University of Rio Grande do Sul)
ANA PAULA JOHANN,2020,6,,2.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
ANDERSON FERRARI DA SILVA CERA,2024,1,,3.0,0.0,0.0,UNESP Institutional Repository (São Paulo State University) | PUCRS Repository (Pontifical Catholic University of Rio Grande do Sul)
ANDERSON DE SOUZA DA SILVA,2018,1,,3.0,0.0,0.0,UNESP Institutional Repository (São Paulo State University) | PUCRS Repository (Pontifical Catholic University of Rio Grande do Sul)
ANDERSON DE LIMA SILVA,2023,5,,3.0,0.0,0.0,UNESP Institutional Repository (São Paulo State University) | PUCRS Repository (Pontifical Catholic University of Rio Grande do Sul)
ANA RIEPER,2025,17,,3.0,0.0,0.0,DOC online - Revista Digital de Cinema Documentário | Contemporanea
ANA RAQUEL RODRIGUES DA SILVA,2025,1,,1.0,0.0,0.0,AVANCA | CINEMA
ANA PAULA RODRIGUES HENKEL,2026,1,,1.0,0.0,0.0,AVANCA | CINEMA
ANA MARIA ROXO BELTRAN,2015,1,,1.0,0.0,0.0,
ALLAN FITERMAN,2025,10,,4.0,0.0,0.0,Revista FAMECOS | Brasiliana- Journal for Brazilian Studies | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
ANA ESPERANCA RODRIGUES DA SILVA,2017,1,,1.0,0.0,0.0,AVANCA | CINEMA
ANA CAROLINE RODRIGUES DA SILVA,2023,1,,1.0,0.0,0.0,AVANCA | CINEMA
ALUIZIO FIGUEIREDO ABRANCHES FILHO,2015,5,,10.0,0.0,0.0,Linguagem Estudos e Pesquisas | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Veredas da História
ALUISIO DIDIER,2006,1,,1.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
ALUISIO DE VASCONCELLOS DIDIER,2019,5,,1.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
ALMIR CORREIA,2021,46,,1.0,0.0,0.0,
BRUNA DE CASSIA SILVA CARVALHO,2017,3,,3.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Miguel Hernández Communication Journal
BRUNA DE LIMA SILVA,2020,1,,3.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Miguel Hernández Communication Journal
BRUNO CESAR DE OLIVEIRA MENEZES,2019,1,,1.0,0.0,0.0,Revista Multiplicidade
CLAUDIA NUNES DE ALMEIDA,2018,7,,2.0,0.0,0.0,Uniedusul Editora eBooks
CLAUDIO GUIDO SILVA CARDOSO,2015,1,,1.0,0.0,0.0,Institutional Repository of the Federal Technological University of Paraná (RIUT) (Federal University of Technology – Paraná)
CLAUDIO CAVALCANTE DA SILVA,2014,1,,1.0,0.0,0.0,Institutional Repository of the Federal Technological University of Paraná (RIUT) (Federal University of Technology – Paraná)
CLAUDIO ANTONIO PEREIRA,2020,15,,1.0,0.0,0.0,
CLAUDIO ANDRE KAHNS,2014,4,,1.0,0.0,0.0,RUA
CLAUDIA SARAVIA CARDOSO DE CASTRO,2025,15,,1.0,0.0,0.0,Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual
CLAUDIA PATRICIA LIMA PINHEIRO,2020,4,,1.0,0.0,0.0,
CLAUDIA MARIA ANDRE DE CARVALHO E CAVALCANTI DE ALBUQUERQUE,2020,1,,1.0,0.0,0.0,Latin American theatre review
CLAUDIO MARCIO PEREIRA COSTA MARQUES,2024,14,,1.0,0.0,0.0,
CLAUDIA DE FREITAS MATTOS,2019,3,,3.0,0.0,0.0,Spectrum Research Repository (Concordia University) | dObra[s] – revista da Associação Brasileira de Estudos de Pesquisas em Moda
CLARISSA CAMPOLINA CARVALHO SILVA,2024,13,,1.0,0.0,0.0,Intercom Revista Brasileira de Ciências da Comunicação
CHARLES DE SOUZA GAVIN,2023,13,,2.0,0.0,0.0,desleituras Literatura Filosofia Cinema e outras artes
CHAIM LITEWSKI,2026,6,,11.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | UNIFESP Institutional Repository (Universidade Federal de São Paulo) | Estudos da língua(gem)
CESAR LUIZ LEITE,2022,3,,8.0,0.0,0.0,Revista Brasileira de Estudos da Presença
CESAR LUIZ CABRAL,2024,18,,6.0,0.0,0.0,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT) | Aniki Revista Portuguesa da Imagem em Movimento | Zenodo (CERN European Organization for Nuclear Research)"
CLAUDIO JOSE LIMA PERALTA,2019,1,,3.0,0.0,0.0,Digituma (University of Madeira) | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Lumieres - Repositorio institucional Universidad de América
CLAUDIO MONTEIRO LIMA DE CARVALHO,2011,1,,3.0,0.0,0.0,Digituma (University of Madeira) | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Lumieres - Repositorio institucional Universidad de América
BRUNO COSTA DE OLIVEIRA,2025,7,,1.0,0.0,0.0,Revista Multiplicidade
CRISTIANO ABUD BARBOSA,2018,9,,3.0,0.0,0.0,Revista Triângulo
DALTON PEDRO SALA JUNIOR,2023,1,,1.0,0.0,0.0,SHILAP Revista de lepidopterología
CRISTIANO MENEZES DA SILVA SEVIERI,2020,1,,1.0,0.0,0.0,Revista Entrecaminos
CRISTIANO MARCELLO DA SILVA,2017,1,,1.0,0.0,0.0,Revista Entrecaminos
CRISTIANO DA SILVA VIEIRA,2024,6,,2.0,0.0,0.0,Revista Coletivo Cine-Fórum | Revista 2i | Estudos de Identidade e Intermedialidade
CRISTIANO BURLAN DA SILVA,2024,28,,1.0,0.0,0.0,Revista Entrecaminos
CRISTIANO BARBOSA,2025,3,,3.0,0.0,0.0,Revista Triângulo
CRISTIANE PINTO DE OLIVEIRA,2026,8,,8.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Germinal Marxismo e Educação em Debate | Lume (Universidade Federal do Rio Grande do Sul)
CLAUDIO NASCIMENTO SILVA,2022,1,,1.0,0.0,0.0,Institutional Repository of the Federal Technological University of Paraná (RIUT) (Federal University of Technology – Paraná)
CLAUFE FERREIRA RODRIGUES,2019,1,,3.0,0.0,0.0,AVANCA | CINEMA | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
CLAUDIO VIEIRA PEREIRA,2021,1,,1.0,0.0,0.0,
CLAUDIO ROSA,2019,1,,1.0,0.0,0.0,La Cifra Impar Revista de estudios de audiovisuales
CLAUDIO ROGERIO DA SILVA,2019,1,,1.0,0.0,0.0,Institutional Repository of the Federal Technological University of Paraná (RIUT) (Federal University of Technology – Paraná)
CLAUDIO ROBERTO LIMA GUIMARAES,2010,5,,3.0,0.0,0.0,Digituma (University of Madeira) | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Lumieres - Repositorio institucional Universidad de América
CLAUDIO PINHEIRO MONTEIRO TORRES,2026,7,,1.0,0.0,0.0,Direito e Desenvolvimento
CESAR EDUARDO RODRIGUES DE SOUZA,2024,27,,1.0,0.0,0.0,Revista Brasileira de História & Ciências Sociais
CASSIO PEREIRA DOS SANTOS,2024,6,,1.0,0.0,0.0,Estudos Ibero-Americanos
CASSIO DA SILVA SANTOS,2013,1,,1.0,0.0,0.0,Estudos Ibero-Americanos
BRUNO PACHECO DE OLIVEIRA,2005,4,,1.0,0.0,0.0,Revista Multiplicidade
CAIO BERNARDO DA SILVA,2018,1,,2.0,0.0,0.0,Novos Rumos Sociológicos | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
CAIO BARRETO DA SILVA COUTINHO,2026,8,,2.0,0.0,0.0,Novos Rumos Sociológicos | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
CAETANO GOTARDO SOARES,2020,10,Rotterdam,12.0,0.0,0.0,Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual | Logos | Brasiliana- Journal for Brazilian Studies
BRUNO TORRES MORAES,2020,2,,1.0,0.0,0.0,Extensio Revista Eletrônica de Extensão
BRUNO TINOCO GAROTTI,2025,6,,5.0,0.0,0.0,INTERIN | Intexto | Lumina
BRUNO TESSARI VICENTE CORIOLANO VIRIATO,2023,8,,1.0,0.0,0.0,Ars Longa Cuadernos de arte
BRUNO MARTINS MORAES,2025,1,,1.0,0.0,0.0,Extensio Revista Eletrônica de Extensão
CAROLINE VIECILI LEONE,2017,2,,7.0,0.0,0.0,Digital Library of Theses and Dissertations  (Universidade de São Paulo) | Lume (Universidade Federal do Rio Grande do Sul) | Germinal Marxismo e Educação em Debate
BRUNO LIMA XAVIER,2024,11,,1.0,0.0,0.0,UiTM Institutional Repositories (Universiti Teknologi MARA)
BRUNO KOTT DE OLIVEIRA,2023,6,,1.0,0.0,0.0,Revista Multiplicidade
BRUNO JARETA DE OLIVEIRA,2022,1,,1.0,0.0,0.0,Revista Multiplicidade
BRUNO DUTRA DE OLIVEIRA,2015,2,,1.0,0.0,0.0,Revista Multiplicidade
BRUNO DORO DE OLIVEIRA,2016,1,,1.0,0.0,0.0,Revista Multiplicidade
BRUNO DE OLIVEIRA,2018,12,,1.0,0.0,0.0,Revista Multiplicidade
CAIO RUBINI SILVA,2016,2,,2.0,0.0,0.0,Novos Rumos Sociológicos | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
CAMILA JOSÃ DONOSO,2019,1,,1.0,0.0,0.0,Cuadernos del Centro de Estudios de Diseño y Comunicación
CAMILA MACEDO FERREIRA MIKOS,2018,2,,2.0,0.0,0.0,Cadernos de Linguística e Teoria da Literatura (Universidade Federal de Minas Gerais) | Editora Científica Digital eBooks
CAMILA MOREIRA MARQUES,2024,3,,1.0,0.0,0.0,Cuestiones de género/Cuestiones de género
CAMILA VIANNA MARQUES MACIEL,2021,1,,1.0,0.0,0.0,Cuestiones de género/Cuestiones de género
CAMILO GALLI TAVARES,2026,18,,12.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Convergências estudos em Humanidades Digitais | Estudos da língua(gem)
CARLA DIAS CAFFE ALVES,2020,1,,1.0,0.0,0.0,
CARLOS ALBERTO RICCELLI,2016,3,,1.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)
CARLOS ALFREDO JARDIM,2023,2,,1.0,0.0,0.0,Cadernos de arte e antropologia
ADELINO SEVERINO DA SILVA NETO,2025,7,,2.0,0.0,0.0,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT) | Repositório Institucional do ISCTE-IUL (ISCTE-IUL)"
CARLOS DANIEL AMEGLIO,2019,1,,2.0,0.0,0.0,La Cifra Impar Revista de estudios de audiovisuales | Érudit (Université de Montréal)
CARLOS HUMBERTO CAMPOS SALDANHA,2014,1,,4.0,0.0,0.0,Digital Library of Theses and Dissertations  (Universidade de São Paulo) | Repositorio Universidad Distrital | Directory of Open access Books (OAPEN Foundation)
CARLOS MORELLI,2017,1,,2.0,0.0,0.0,Repositorio Digital Institucional de la Universidad de Buenos Aires (Universidad de Buenos Aires)
CARLOS VINICIUS BORGES,2025,111,,1.0,0.0,0.0,Revista Cientí­fica/FAP
CAROLINA NOGUEIRA KOTSCHO,2023,1,,3.0,0.0,0.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Esferas
CAROLINE MARCELLETTI ROCHA DE OLIVEIRA,2014,2,,1.0,0.0,0.0,University of Toronto Quarterly
CAROLINE OKOSHI FIORATTI,2023,12,,1.0,0.0,0.0,
FERNANDA BASTOS DE SIQUEIRA SANTOS,2019,2,,3.0,0.0,0.0,Atos de Pesquisa em Educação | Arteriais - Revista do Programa de Pós-Gradução em Artes
AARON SALLES FERNANDES SILVA TORRES,2020,3,,0.0,,,
ABELARDO DE CARVALHO PEREIRA,2015,7,,0.0,,,
ABIGAIL ANNA SPINDEL,2019,2,,0.0,,,
ABRAHAM MATSCHULAT AGUIAR,2016,2,,0.0,,,
ACHILES LUCIANO TEIXEIRA FILHO,2021,2,,0.0,,,
ADELINA PONTUAL FERREIRA,2023,12,,0.0,,,
ADIL GIOVANNI LEPRI,2020,1,,0.0,,,
ADIR PEDRO FILHO,2017,1,,0.0,,,
ADIRLEY QUEIROS DE ANDRADE,2025,11,,0.0,,,
ADLER FERNANDES DA PAZ,2025,3,,0.0,,,
ADOLFO LACHTERMACHER,2023,5,,0.0,,,
ADOLFO OSVALDO ORICO ROSENTHAL,2024,14,,0.0,,,
ADONIAS RIOS DE MOURA TEIXEIRA,2025,31,,0.0,,,
ADONIS MOURA CARDOSO E SILVA JUNIOR,2024,7,,0.0,,,
ADRIANA ALMEIDA FELICIANO,2024,3,,0.0,,,
ADRIANA DE LUCENA NAVAIS DUTRA,2025,11,,0.0,,,
ADRIANA GUIMARAES JACOBSEN,2025,3,,0.0,,,
ADRIANA MARIA MONTEIRO DE MIRANDA,2024,10,,0.0,,,
ADRIANA MARINHEIRO YANEZ,2024,4,,0.0,,,
ADRIANA SANTOS DE VASCONCELOS,2018,3,,0.0,,,
ADRIANA VELOSO APOCALYPSE,2014,1,,0.0,,,
ADRIANO ESPINOLA FILHO,2026,6,,0.0,,,
ADRIANO JAYME GUIMARAES,2023,1,,0.0,,,
ADRIANO ROBERTO CIVITA,2013,13,,0.0,,,
ADRIANO SCHMIDT,2019,1,,0.0,,,
ADRIELLE PRISCILA DA SILVA TAVARES,2023,2,,0.0,,,
AFFONSO UCHOA ALONSO RODRIGUES,2019,5,,0.0,,,
AFONSO CARLOS LISBOA GALLINDO,2018,1,,0.0,,,
AGUSTIN BANCHERO,2022,1,,0.0,,,
AGUSTINA SAN MARTÃN,2021,1,,0.0,,,
AIDA MARIA BASTOS NEPOMUCENO MARQUES,2024,12,,0.0,,,
AIMAR LABAKI JUNIOR,2022,1,,0.0,,,
ALAN ALVES DA SILVA,2021,1,,0.0,,,
ALAN MIRANDA DA SILVA,2023,1,,0.0,,,
ALBA CRISTINA SOARES,2023,1,,0.0,,,
ALBERT KNECHTEL,2023,1,,0.0,,,
ALBERTO AUGUSTO DOS REIS GRACA,2023,4,,0.0,,,
ALBERTO LUIZ TORRIERI GOMES,2023,6,,0.0,,,
ALBERTO PAULO FERRAZ,2005,1,,0.0,,,
ALBERTO RENAULT DE CERQUEIRA LIMA,2024,28,,0.0,,,
ALCEU PAIVA VALENÃA,2014,1,,0.0,,,
ALCIDES TADEU GUGLIANO,2018,1,,0.0,,,
ALDENEIVA CELENE DE ALMEIDA FONSECA,2021,1,,0.0,,,
ALEJANDRO BERNAL RUEDA,2023,1,,0.0,,,
ALEJANDRO COLLS PEYRA,2018,1,,0.0,,,
ALEJANDRO JOSE ANDUJAR TUADA,2018,1,,0.0,,,
ALEJANDRO JOSE VALENTI,2023,1,,0.0,,,
ALEJANDRO JOSÃ VALENTI,2012,1,,0.0,,,
ALESSANDRA DOS SANTOS BARBOSA,2023,1,,0.0,,,
ALESSANDRA VIGANO GONCALVES,2024,3,,0.0,,,
ALESSANDRO DE FARIAS GUEDES,2023,6,,0.0,,,
ALESSANDRO MONNERAT MIRANDA DE OLIVEIRA,2021,2,,0.0,,,
ALETHEA RUAS MIRANDA DOS SANTOS,2024,2,,0.0,,,
ALEX ARMANDO OSORIO CABRAL,2020,4,,0.0,,,
ALEX LEVY HELLER,2025,8,,0.0,,,
ALEXANDER KAKABADZE,2023,1,,0.0,,,
ALEXANDRA MACHADO DE SÃ,2025,36,,0.0,,,
ALEXANDRE AMORIM DUNHOFER REINECKE,2016,1,,0.0,,,
ALEXANDRE BAXTER KHOURY,2023,6,,0.0,,,
ALEXANDRE CESARIO DE ABREU,2022,8,,0.0,,,
ALEXANDRE DE ASSIS CORREA,2022,2,,0.0,,,
ALEXANDRE DE CAMARGO GABASSI,2013,2,,0.0,,,
ALEXANDRE DE MORAES MELLO,2023,14,,0.0,,,
ALEXANDRE GALVAO SUCUPIRA BOURY,2022,8,,0.0,,,
ALEXANDRE JEAN JACQUES ALAIN BOUCHET,2023,3,,0.0,,,
ALEXANDRE MAGNO MELLO DIAS,2019,1,,0.0,,,
ALEXANDRE NICOLETTI CAMARGO,2025,13,,0.0,,,
ALEXANDRE PASCHOALINI CAMPOS,2017,3,,0.0,,,
ALEXANDRE SILVEIRA MALTA ALENCAR,2025,5,,0.0,,,
ALEXIS ZELENSKY,2025,2,,0.0,,,
ALEXSANDRO ANTONIO DE SOUZA,2025,26,,0.0,,,
ALFREDO HELIO SYRKIS,2017,1,,0.0,,,
ALFREDO TADEU DOS REIS ALVES,2018,16,,0.0,,,
ALICE CRUZ SANTOS FERREIRA DA SILVA,2023,1,,0.0,,,
ALICE FURTADO DE MENDONCA,2019,2,,0.0,,,
ALICE LANARI SANTOS FREIRE,2022,2,,0.0,,,
ALISON ZAGO BRITO,2017,2,,0.0,,,
ALISSON RICARDO DA COSTA PEREIRA,2017,1,,0.0,,,
ALLAN DEBERTON NOGUEIRA LINHARES,2025,6,,0.0,,,
ALOIS BRUNO DI LEO GREMMELSPACHER,2024,4,,0.0,,,
ALVARO ANDRADE ALVES,2018,1,,0.0,,,
ALVARO CARLOS CRUZ ALVES,2019,1,,0.0,,,
ALVARO DIAZ GONZALEZ,2012,1,,0.0,,,
ALVARO JOSE ALVIM CARNEIRO DE CAMPOS,2025,8,,0.0,,,
ALYSSON SILVA MURITIBA,2025,19,,0.0,,,
AMADEU ALBAN GONZALEZ,2026,16,,0.0,,,
AMANDA CALIN NICOLETTI,2022,1,,0.0,,,
AMANDA DE CASTRO MELO SOUZA,2021,1,,0.0,,,
AMANDA FREITAS PONTES,2025,6,,0.0,,,
AMARILDO JOSE MARTINS,2020,5,,0.0,,,
AMILCAR MONTEIRO CLARO,2015,21,,0.0,,,
AMYLTON DE ALMEIDA,2008,1,,0.0,,,
ANA BEATRIZ BARBOSA FERREIRA,2016,1,,0.0,,,
ANA CAROLINA ABREU DE CAMPOS,2025,1,,0.0,,,
ANA CAROLINA BARBOSA CARPINTERO,2021,1,,0.0,,,
ANA CAROLINA BARBOSA RIBEIRO,2024,1,,0.0,,,
ANA CAROLINA PIZA ALVES DE SOUZA,2025,10,,0.0,,,
ANA CLAUDIA BARBOSA BARROS,2021,1,,0.0,,,
ANA CLAUDIA GUSSON,2023,1,,0.0,,,
ANA KEISERMAN DE ABREU,2026,3,,0.0,,,
ANA LUIZA MACHADO DA SILVA MUYLAERT,2025,15,,0.0,,,
ANA MARIA BARBOSA SARDINHA,2021,3,,0.0,,,
ANA MARIA PORTINHO MAGALHAES,2021,13,,0.0,,,
ANA PAULA BARBOSA CORREA,2006,1,,0.0,,,
ANA PAULA BARBOSA FERRAZ ASSIS,2025,2,,0.0,,,
ANA PAULA CHRISPINIANO,2025,9,,0.0,,,
ANA PAULA DE VASCONCELOS PADRAO,2017,5,,0.0,,,
ANA PAULA MACHADO DE OLIVEIRA,2022,1,,0.0,,,
ANA PAULA TRABULSI,2025,17,,0.0,,,
ANALUCIA DE GODOI,2024,6,,0.0,,,
ANDERSON SOARES CALDAS,2025,14,,0.0,,,
ANDRE ALBERTO PELLENZ,2024,14,,0.0,,,
ANDRE AMADO RODRIGUES,2016,1,,0.0,,,
ANDRE ARAUJO RODRIGUES,2018,2,,0.0,,,
ANDRE BARMAK SACRAMENTO,2025,26,,0.0,,,
ANDRE BASEGGIO,2025,16,,0.0,,,
ANDRE BICUDO PLIHAL,2018,1,,0.0,,,
ANDRE BONIN DE SOUZA,2021,1,,0.0,,,
ANDRE BRAGA BRANDAO,2020,2,,0.0,,,
ANDRE BUSHATSKY,2025,21,,0.0,,,
ANDRE CARNEIRO HORTA,2025,8,,0.0,,,
ANDRE CARVALHO FINOTTI,2019,1,,0.0,,,
ANDRE CATOTO DIAS,2024,4,,0.0,,,
ANDRE CAVALCANTE DIAS,2017,3,,0.0,,,
ANDRE CIBELLI ABUJAMRA,2024,8,,0.0,,,
ANDRE COSTA,2015,6,,0.0,,,
ANDRE DA COSTA PINTO,2019,2,,0.0,,,
ANDRE DE CARVALHO MACHADO,2009,2,,0.0,,,
ANDRE DE MELO GODOI,2022,6,,0.0,,,
ANDRE DE NOVAIS OLIVEIRA,2026,11,,0.0,,,
ANDRE DE PADUA DE OLIVEIRA E SILVA,2024,8,,0.0,,,
ANDRE DE SEIXAS SOBRAL,2022,4,,0.0,,,
ANDRE DUARTE RIBEIRO,2025,8,,0.0,,,
ANDRE FELIPPE DI MAURO,2026,9,,0.0,,,
ANDRE FERNANDO STURMER,2022,2,,0.0,,,
ANDRE GUERREIRO LOPES,2024,8,,0.0,,,
ANDRE GUSTAVO DE OLIVEIRA,2007,1,,0.0,,,
ANDRE GUSTAVO PINTO DA SILVA,2020,1,,0.0,,,
ANDRE HENRIQUE AMPARO,2019,7,,0.0,,,
ANDRE INACIO DE SOUZA,2023,1,,0.0,,,
ANDRE KAPEL FURMAN,2025,14,,0.0,,,
ANDRE LIMA MONFRINI,2018,1,,0.0,,,
ANDRE LUIS LOPES NEVES,2024,2,,0.0,,,
ANDRE LUIZ COSTA DE SOUZA,2022,2,,0.0,,,
ANDRE LUIZ DA COSTA LOUREIRO,2021,8,,0.0,,,
ANDRE LUIZ DA SILVEIRA OLIVEIRA,2024,17,,0.0,,,
ANDRE LUIZ DE SOUZA FARIA,2018,2,,0.0,,,
ANDRE LUIZ DE SOUZA SILVA,2014,1,,0.0,,,
ANDRE LUIZ LOPES DANTAS DE OLIVEIRA,2023,4,,0.0,,,
ANDRE LUIZ MACHADO SANTOS,2024,9,,0.0,,,
ANDRE LUIZ POMPEIA STURM,2026,4,,0.0,,,
ANDRE LUIZ RIBEIRO TARTUCE,2012,3,,0.0,,,
ANDRE LUIZ WARWAR,2017,3,,0.0,,,
ANDRE MARQUES MACHADO BRITO,2019,1,,0.0,,,
ANDRE MARTINS SOLER,2026,6,,0.0,,,
ANDRE MEIRELLES COLLAZZO,2024,7,,0.0,,,
ANDRE MOREIRA FORNI,2018,3,,0.0,,,
ANDRE MOURA LOPES,2025,3,,0.0,,,
ANDRE MUNHOZ MIKALAUSKAS,2023,3,,0.0,,,
ANDRE NASCIMENTO ARAUJO,2023,5,,0.0,,,
ANDRE PELLENZ,2014,18,,0.0,,,
ANDRE PIRES BOMFIM,2025,8,,0.0,,,
ANDRE PUENTE MENASCHE,2014,1,,0.0,,,
ANDRE RIBEIRO HORA,2020,5,,0.0,,,
ANDRE ROBERTO DE SOUZA,2017,4,,0.0,,,
ANDRE RODRIGUES,2024,1,,0.0,,,
ANDRE ROSSI RIBEIRO,2024,1,,0.0,,,
ANDRE SALLES OLIVEIRA AZEVEDO,2025,5,,0.0,,,
ANDRE TARIK JIRGES DIEB JEMMA RISTUM,2025,11,,0.0,,,
ANDRE TORRES MORAES,2023,7,,0.0,,,
ANDRE WAINER DE OLIVEIRA,2010,16,,0.0,,,
